mcc_overall,mcc_H25,mcc_H1,mcc_H27,mcc_H14,mcc_H29,mcc_H4,mcc_H7,mcc_H3,mcc_H12,mcc_H9,mcc_H28,mcc_H17,mcc_H21,mcc_H30,mcc_H5,mcc_H20,mcc_H6,mcc_H2,mcc_H13,mcc_H8,mcc_H22,mcc_H18,mcc_H16,mcc_H15,mcc_H23,mcc_H26,mcc_H10,mcc_H19,mcc_H11,mcc_H24,model,method,fold,tag
0.3050763497929003,0.156499991654174,0.3450813547178533,-0.0015052928060471,0.0,0.0,0.4874370995347202,0.5832161446977032,0.317545439587064,0.1234086521121108,0.0852868621150635,0.0,0.0,0.1937344721375051,0.0,0.3861469940064048,0.0,0.044159184537941,0.3684151093298333,0.0979564411615732,-0.0013244956679425,-0.0014631826845445,0.0711529113853247,0.0665015509648257,0.1658866593350484,0.0,0.0,0.1755180419101235,0.2364674672327393,0.1411694867139645,-0.0022072295163833,catboost,raw,1,baseline
0.2983137962702078,0.1365749539804071,0.3554340089359999,0.0,0.0,0.0,0.4752096426677364,0.5822411395185387,0.3164595660890834,0.1529990995266661,0.0765336016438869,-0.0009240141681996,0.0,0.1809673924306644,0.0,0.334586416109867,0.1639500814656981,0.0288910467177409,0.367536400446903,0.0966709195581046,0.0,0.0358310612182399,0.0305690982316114,0.0710240405027288,0.1465359486025493,0.0,0.0,0.1044982242569901,0.1974428128301784,0.1503921730080149,-0.0022072295163833,catboost,raw,2,baseline
0.3025494156098988,0.1176491218906292,0.3463322525655918,-0.0010752097438276,0.0,0.0,0.4989675330670624,0.5722605223333319,0.3064109620053575,0.2260447968022475,0.059608269563034,-0.0009364889250108,-0.0019210271330465,0.2377155853360504,0.0,0.3739266743378221,0.0,-0.0052304348217474,0.3396577300128974,0.0876977535973994,0.0,0.0392966037838568,0.0802519396911424,0.0635016998353916,0.1282468016584046,-0.0019897758961,0.0,0.1596935155235481,0.196610417872169,0.2363839248097163,0.0575501198230082,catboost,raw,3,baseline
0.2956394605068307,0.1238224182803553,0.3347249870939102,0.0,0.0,0.0,0.4665364612569178,0.5910700476965992,0.3140923950246493,0.1280456388128346,0.1214930576932412,0.1137323516972735,-0.001914750899487,0.2546990971463303,0.0,0.3279471868560039,0.0,0.0248717308403824,0.3632853748489029,0.0626145368473517,0.0,0.0906698945472012,0.1118254229745524,0.0179025649708275,0.1107505669641337,0.0,0.0,0.1343604256115123,0.1727062965792107,0.2235153969345804,0.0831778863144832,catboost,raw,4,baseline
0.2963967272976851,0.2238319142737765,0.3430407520428281,-0.0010643221234173,0.0,0.0,0.4639390026500566,0.5548240372879257,0.3084766600637054,0.1578344587650413,0.1113503763198104,0.0,-0.0019210271330465,0.2228200442383202,0.0,0.3775701716040217,0.0,0.0377560561077821,0.3385827817738036,0.0444936901286766,0.0,0.1815720186010386,0.0376563217629216,0.0264926427535715,0.1836937193263844,-0.0011486236021748,-0.0016671066556514,0.1336531945550547,0.2187586771623882,0.200592136132658,0.0509083026232692,catboost,raw,5,baseline
0.1652248028779823,0.0362564182697931,0.17135243069089,0.0,0.0,0.0,0.3658348995025104,0.3391963615734065,0.139979689737523,0.1060740198580536,-0.0027496492548555,0.1617661395729213,0.0,0.0817031157639232,0.0,0.1792231782097528,0.0,0.0624599820275836,0.1854327436082275,-0.0047198722217343,0.0,0.0,0.0278527756212148,0.0253503520399693,0.0390870299886563,-0.0011384164080837,0.0,0.0334774284397283,0.1266562156120317,0.1261647757287938,0.0,catboost,raw,1,dann
0.1674791341481158,0.162200240731157,0.1785152909242541,0.0,0.0,0.0,0.3712365112873719,0.369107865356003,0.1043538680289129,0.1130591302728423,0.0530124759210298,-0.0009240141681996,-0.0019210271330465,0.1015218655349825,0.0,0.2254677275284666,0.0,-0.0046778885921016,0.173399652572018,-0.0085146798595429,0.0,0.0,0.0908468061632766,0.0317147324564346,0.1060622504573021,0.0,0.0,0.0207078962928212,0.0713343613612268,0.0681812073721018,0.0,catboost,raw,2,dann
0.1671635784902013,0.1048653623840271,0.1843380514797995,0.0,0.0,0.0,0.3553484883659392,0.3778135618406605,0.1180717532022461,0.1126789235749682,0.0451160862992097,0.0,0.0,-0.0014792285769593,0.0,0.1894094359960609,0.0,0.0490960633659398,0.1970921301369814,-0.0047198722217343,0.0,0.0,0.0336969319715405,-0.0033386611288245,0.0404440985452256,0.0,0.0,-0.0099109565799362,0.0778256469629136,0.0349081504119471,0.0,catboost,raw,3,dann
0.1650196306423137,0.178391007200115,0.1727019318234094,0.0,0.0,0.0,0.365639404345523,0.3451113223742341,0.1426938868048919,0.151985755027641,-0.0031901741204111,0.0,0.0,-0.0032907591583503,-0.0007116943650195,0.2044252244739467,0.0,-0.004667341967352,0.1621045247057116,-0.0040781566066459,0.0,0.0,0.0790425438835822,-0.0019272848664756,0.0595043804436967,0.0,0.0,0.018983092012045,0.1162373689124585,0.0630692798020915,0.0,catboost,raw,4,dann
0.1618473553068218,0.0509083026232692,0.1860567916060877,0.0,0.0,0.0,0.3486511472579182,0.3423614798653581,0.1384761065107999,0.0969083185720663,0.0,0.0,-0.0019210271330465,-0.0014712262738366,0.0,0.1714744837567023,0.0,-0.003307265530357,0.1426681094478459,0.034351275224169,0.0,0.0,0.0239986989110269,-0.0042968493316985,0.1284857709841312,0.0,0.0,-0.0080891926082871,0.1162373689124585,0.0881101386200799,0.0,catboost,raw,5,dann
